Timestamp,Flow_Rate_LPM,Avg_Pressure_PSI,Occupancy_Status
2026-03-01,14.5,50.6,After_Hours
2026-03-02,14.5,49.9,Class_Hours
2026-03-03,15.2,50.8,Class_Hours
2026-03-04,14.6,49.7,Class_Hours
2026-03-05,15.5,50.2,Class_Hours
2026-03-06,14.0,50.6,Class_Hours
2026-03-07,15.0,50.7,After_Hours
2026-03-08,15.5,50.4,After_Hours
2026-03-09,15.0,49.9,Class_Hours
2026-03-10,14.7,49.8,Class_Hours
2026-03-11,14.8,49.6,Class_Hours
2026-03-12,16.4,50.1,Class_Hours
2026-03-13,13.6,49.9,Class_Hours
2026-03-14,14.4,51.1,After_Hours
2026-03-15,15.2,49.4,After_Hours
2026-03-16,15.4,50.2,Class_Hours
2026-03-17,14.8,50.0,Class_Hours
2026-03-18,15.3,49.7,Class_Hours
2026-03-19,15.4,50.3,Class_Hours
2026-03-20,14.9,50.7,Class_Hours
2026-03-21,15.8,49.7,After_Hours
2026-03-22,14.8,49.8,After_Hours
2026-03-23,13.9,49.8,Class_Hours
2026-03-24,14.8,50.4,Class_Hours
2026-03-25,14.9,49.8,Class_Hours
2026-03-26,14.7,50.1,Class_Hours
2026-03-27,13.8,49.4,Class_Hours
2026-03-28,15.5,50.6,After_Hours
2026-03-29,14.7,49.8,After_Hours
2026-03-30,15.2,50.0,Class_Hours
2026-03-31,15.2,49.8,Class_Hours
2026-04-01,14.8,49.7,Class_Hours
2026-04-02,14.9,49.6,Class_Hours
2026-04-03,15.3,49.3,Class_Hours
2026-04-04,14.7,49.9,After_Hours
2026-04-05,15.4,50.5,After_Hours
2026-04-06,15.3,50.3,Class_Hours
2026-04-07,15.0,50.7,Class_Hours
2026-04-08,15.9,50.3,Class_Hours
2026-04-09,15.4,49.9,Class_Hours
2026-04-10,14.9,50.2,Class_Hours
2026-04-11,15.0,49.9,After_Hours
2026-04-12,15.8,50.4,After_Hours
2026-04-13,14.9,49.7,Class_Hours
2026-04-14,15.6,50.9,Class_Hours
2026-04-15,15.8,49.6,Class_Hours
2026-04-16,15.8,49.5,Class_Hours
2026-04-17,14.9,49.7,Class_Hours
2026-04-18,15.5,50.4,After_Hours
2026-04-19,16.2,49.9,After_Hours
2026-04-20,15.5,50.4,Class_Hours
2026-04-21,15.8,48.9,Class_Hours
2026-04-22,15.1,50.3,Class_Hours
2026-04-23,15.2,49.2,Class_Hours
2026-04-24,15.1,50.7,Class_Hours
2026-04-25,15.6,50.4,After_Hours
2026-04-26,15.3,50.0,After_Hours
2026-04-27,15.1,50.5,Class_Hours
2026-04-28,15.1,50.1,Class_Hours
2026-04-29,14.6,50.5,Class_Hours
2026-04-30,14.5,49.7,Class_Hours
2026-05-01,15.2,49.4,Class_Hours
2026-05-02,15.5,50.8,After_Hours
2026-05-03,15.0,50.0,After_Hours
2026-05-04,14.1,50.1,Class_Hours
2026-05-05,14.6,50.3,Class_Hours
2026-05-06,14.2,49.9,Class_Hours
2026-05-07,14.3,49.9,Class_Hours
2026-05-08,14.9,50.6,Class_Hours
2026-05-09,14.9,50.4,After_Hours
2026-05-10,15.5,50.4,After_Hours
2026-05-11,15.3,50.8,Class_Hours
2026-05-12,14.4,49.9,Class_Hours
2026-05-13,14.2,50.7,Class_Hours
2026-05-14,15.3,50.4,Class_Hours
2026-05-15,14.7,49.5,Class_Hours
2026-05-16,15.0,49.5,After_Hours
2026-05-17,15.1,49.6,After_Hours
2026-05-18,15.1,50.1,Class_Hours
2026-05-19,15.1,49.3,Class_Hours
2026-05-20,14.8,50.5,Class_Hours
2026-05-21,14.4,49.5,Class_Hours
2026-05-22,14.8,49.7,Class_Hours
2026-05-23,15.1,50.4,After_Hours
2026-05-24,16.5,49.4,After_Hours
2026-05-25,15.3,49.7,Class_Hours
2026-05-26,15.1,50.2,Class_Hours
2026-05-27,14.8,49.6,Class_Hours
2026-05-28,14.6,50.3,Class_Hours
2026-05-29,16.3,48.9,Class_Hours
2026-05-30,14.4,50.5,After_Hours
2026-05-31,15.2,50.4,After_Hours
2026-06-01,14.6,50.0,Class_Hours
2026-06-02,15.0,50.6,Class_Hours
2026-06-03,14.0,47.9,Class_Hours
2026-06-04,15.1,49.7,Class_Hours
2026-06-05,14.7,50.4,Class_Hours
2026-06-06,15.1,49.6,After_Hours
2026-06-07,14.6,49.5,After_Hours
2026-06-08,14.7,49.3,Class_Hours
2026-06-09,14.9,50.4,Class_Hours
2026-06-10,15.0,49.9,Class_Hours
2026-06-11,15.0,49.4,Class_Hours
2026-06-12,15.4,50.3,Class_Hours
2026-06-13,14.8,50.4,After_Hours
2026-06-14,15.8,49.7,After_Hours
2026-06-15,65.6,31.3,Class_Hours
2026-06-16,15.2,50.1,Class_Hours
2026-06-17,15.1,50.7,Class_Hours
2026-06-18,14.8,50.0,Class_Hours
2026-06-19,14.8,50.7,Class_Hours
2026-06-20,15.1,49.6,After_Hours
2026-06-21,15.1,49.8,After_Hours
2026-06-22,15.6,50.6,Class_Hours
2026-06-23,14.9,50.0,Class_Hours
2026-06-24,14.6,49.6,Class_Hours
2026-06-25,14.7,49.9,Class_Hours
2026-06-26,14.7,49.9,Class_Hours
2026-06-27,15.5,48.9,After_Hours
2026-06-28,15.2,49.4,After_Hours
2026-06-29,15.4,49.8,Class_Hours
2026-06-30,15.2,50.3,Class_Hours
2026-07-01,14.9,48.8,Class_Hours
2026-07-02,15.0,49.9,Class_Hours
2026-07-03,15.4,50.8,Class_Hours
2026-07-04,15.3,49.8,After_Hours
2026-07-05,15.2,48.9,After_Hours
2026-07-06,15.3,48.6,Class_Hours
2026-07-07,15.1,49.9,Class_Hours
2026-07-08,15.1,50.5,Class_Hours
2026-07-09,15.2,50.5,Class_Hours
2026-07-10,14.8,50.2,Class_Hours
2026-07-11,14.9,50.1,After_Hours
2026-07-12,15.1,50.5,After_Hours
2026-07-13,14.9,49.5,Class_Hours
2026-07-14,14.9,50.2,Class_Hours
2026-07-15,15.2,50.3,Class_Hours
2026-07-16,14.2,49.6,Class_Hours
2026-07-17,14.8,49.8,Class_Hours
2026-07-18,14.2,50.4,After_Hours
2026-07-19,15.4,49.6,After_Hours
2026-07-20,14.6,50.3,Class_Hours
2026-07-21,15.0,49.7,Class_Hours
2026-07-22,15.6,51.2,Class_Hours
2026-07-23,14.9,49.9,Class_Hours
2026-07-24,15.0,49.7,Class_Hours
2026-07-25,15.0,49.9,After_Hours
2026-07-26,14.9,50.2,After_Hours
2026-07-27,14.8,49.5,Class_Hours
2026-07-28,15.0,50.4,Class_Hours
2026-07-29,14.9,49.9,Class_Hours
2026-07-30,14.6,50.4,Class_Hours
2026-07-31,16.0,49.8,Class_Hours
2026-08-01,16.0,49.9,After_Hours
2026-08-02,14.5,49.8,After_Hours
2026-08-03,14.4,49.6,Class_Hours
2026-08-04,15.3,49.0,Class_Hours
2026-08-05,14.5,49.6,Class_Hours
2026-08-06,14.8,49.7,Class_Hours
2026-08-07,15.1,50.5,Class_Hours
2026-08-08,15.6,49.6,After_Hours
2026-08-09,14.3,50.3,After_Hours
2026-08-10,15.5,49.5,Class_Hours
2026-08-11,14.9,50.4,Class_Hours
2026-08-12,15.8,50.8,Class_Hours
2026-08-13,15.0,49.2,Class_Hours
2026-08-14,15.5,50.7,Class_Hours
2026-08-15,15.2,50.7,After_Hours
2026-08-16,14.9,49.8,After_Hours
2026-08-17,15.3,49.8,Class_Hours
2026-08-18,14.8,50.0,Class_Hours
2026-08-19,15.2,49.2,Class_Hours
2026-08-20,15.1,49.3,Class_Hours
2026-08-21,14.8,49.9,Class_Hours
2026-08-22,14.9,49.5,After_Hours
2026-08-23,15.6,50.3,After_Hours
2026-08-24,14.5,49.1,Class_Hours
2026-08-25,14.6,50.5,Class_Hours
2026-08-26,15.4,49.3,Class_Hours
2026-08-27,14.7,50.6,Class_Hours
2026-08-28,14.8,50.6,Class_Hours
2026-08-29,15.3,51.1,After_Hours
2026-08-30,15.3,50.4,After_Hours
2026-08-31,15.8,50.2,Class_Hours
2026-09-01,14.1,49.8,Class_Hours
2026-09-02,14.1,50.0,Class_Hours
2026-09-03,15.5,50.9,Class_Hours
2026-09-04,14.2,49.9,Class_Hours
2026-09-05,16.2,49.8,After_Hours
2026-09-06,14.6,50.4,After_Hours
2026-09-07,14.4,50.2,Class_Hours
2026-09-08,14.9,49.7,Class_Hours
2026-09-09,15.5,49.7,Class_Hours
2026-09-10,14.9,50.1,Class_Hours
2026-09-11,14.8,49.3,Class_Hours
2026-09-12,15.1,49.6,After_Hours
2026-09-13,14.6,50.3,After_Hours
2026-09-14,14.3,50.2,Class_Hours
2026-09-15,15.2,49.3,Class_Hours
2026-09-16,15.0,49.8,Class_Hours
2026-09-17,15.1,49.5,Class_Hours
2026-09-18,15.6,50.7,Class_Hours
2026-09-19,14.6,49.8,After_Hours
2026-09-20,14.9,49.9,After_Hours
2026-09-21,15.2,50.1,Class_Hours
2026-09-22,15.1,50.3,Class_Hours
2026-09-23,14.3,50.6,Class_Hours
2026-09-24,15.7,49.5,Class_Hours
2026-09-25,14.7,49.8,Class_Hours
2026-09-26,15.4,50.7,After_Hours
2026-09-27,15.0,49.4,After_Hours
2026-09-28,14.4,50.4,Class_Hours
2026-09-29,15.3,49.9,Class_Hours
2026-09-30,15.3,49.3,Class_Hours
2026-10-01,14.8,50.4,Class_Hours
2026-10-02,15.1,50.0,Class_Hours
2026-10-03,15.0,49.8,After_Hours
2026-10-04,14.7,50.2,After_Hours
2026-10-05,15.2,48.7,Class_Hours
2026-10-06,15.2,49.9,Class_Hours
2026-10-07,14.3,49.4,Class_Hours
2026-10-08,14.6,49.8,Class_Hours
2026-10-09,15.0,50.7,Class_Hours
2026-10-10,14.4,50.7,After_Hours
2026-10-11,15.5,49.6,After_Hours
2026-10-12,14.0,49.4,Class_Hours
2026-10-13,15.2,49.8,Class_Hours
2026-10-14,15.2,49.3,Class_Hours
2026-10-15,14.7,49.5,Class_Hours
2026-10-16,15.1,49.9,Class_Hours
2026-10-17,14.8,50.4,After_Hours
2026-10-18,15.6,49.9,After_Hours
2026-10-19,16.1,50.1,Class_Hours
2026-10-20,15.3,50.8,Class_Hours
2026-10-21,15.4,49.4,Class_Hours
2026-10-22,14.9,50.1,Class_Hours
2026-10-23,14.7,49.9,Class_Hours
2026-10-24,14.5,48.7,After_Hours
2026-10-25,15.8,50.9,After_Hours
2026-10-26,14.6,50.8,Class_Hours
2026-10-27,15.7,49.5,Class_Hours
2026-10-28,15.3,50.1,Class_Hours
2026-10-29,15.2,49.7,Class_Hours
2026-10-30,15.1,50.2,Class_Hours
2026-10-31,15.6,50.4,After_Hours
2026-11-01,15.8,50.9,After_Hours
2026-11-02,15.7,50.1,Class_Hours
2026-11-03,15.2,50.0,Class_Hours
2026-11-04,14.9,49.8,Class_Hours
2026-11-05,14.0,49.7,Class_Hours
2026-11-06,15.3,49.6,Class_Hours
2026-11-07,14.9,49.5,After_Hours
2026-11-08,15.1,50.0,After_Hours
2026-11-09,15.5,50.6,Class_Hours
2026-11-10,15.0,50.6,Class_Hours
2026-11-11,14.9,50.1,Class_Hours
2026-11-12,14.6,49.6,Class_Hours
2026-11-13,15.1,49.3,Class_Hours
2026-11-14,14.3,50.1,After_Hours
2026-11-15,14.7,49.3,After_Hours
2026-11-16,14.5,49.6,Class_Hours
2026-11-17,15.2,49.9,Class_Hours
2026-11-18,14.9,50.0,Class_Hours
2026-11-19,14.2,49.1,Class_Hours
2026-11-20,15.0,50.4,Class_Hours
2026-11-21,15.9,49.5,After_Hours
2026-11-22,15.4,50.6,After_Hours
2026-11-23,15.4,48.9,Class_Hours
2026-11-24,14.7,49.0,Class_Hours
2026-11-25,14.7,49.5,Class_Hours
2026-11-26,15.6,50.1,Class_Hours
2026-11-27,14.7,49.7,Class_Hours
2026-11-28,14.1,50.8,After_Hours
2026-11-29,14.6,50.2,After_Hours
2026-11-30,15.2,50.0,Class_Hours
2026-12-01,14.6,49.6,Class_Hours
2026-12-02,14.6,49.8,Class_Hours
2026-12-03,14.7,49.9,Class_Hours
2026-12-04,14.9,49.8,Class_Hours
2026-12-05,14.9,50.9,After_Hours
2026-12-06,15.2,50.2,After_Hours
2026-12-07,14.4,50.0,Class_Hours
2026-12-08,16.1,49.7,Class_Hours
2026-12-09,15.4,50.0,Class_Hours
2026-12-10,15.1,50.0,Class_Hours
2026-12-11,15.5,49.1,Class_Hours
2026-12-12,15.2,49.1,After_Hours
2026-12-13,15.9,48.6,After_Hours
2026-12-14,15.5,50.3,Class_Hours
2026-12-15,14.3,51.3,Class_Hours
2026-12-16,14.9,50.1,Class_Hours
2026-12-17,15.5,50.0,Class_Hours
2026-12-18,15.1,49.5,Class_Hours
2026-12-19,14.7,49.0,After_Hours
2026-12-20,15.9,49.9,After_Hours
2026-12-21,14.9,49.6,Class_Hours
2026-12-22,14.6,50.4,Class_Hours
2026-12-23,15.0,50.3,Class_Hours
2026-12-24,14.3,50.3,Class_Hours
2026-12-25,15.3,50.0,Class_Hours
2026-12-26,15.3,50.5,After_Hours
2026-12-27,15.0,49.9,After_Hours
2026-12-28,15.1,50.3,Class_Hours
2026-12-29,15.0,50.3,Class_Hours
2026-12-30,14.7,49.8,Class_Hours
2026-12-31,14.7,49.4,Class_Hours
