Timestamp,Flow_Rate_LPM,Avg_Pressure_PSI,Occupancy_Status
2026-03-07,4.9,48.2,After_Hours
2026-03-08,4.2,47.1,After_Hours
2026-03-09,14.4,50.3,Class_Hours
2026-03-10,14.9,50.0,Class_Hours
2026-03-11,14.3,50.4,Class_Hours
2026-03-12,15.2,49.8,Class_Hours
2026-03-13,14.9,50.1,Class_Hours
2026-03-14,4.9,47.1,After_Hours
2026-03-15,6.3,47.8,After_Hours
2026-03-16,15.0,50.7,Class_Hours
2026-03-17,15.9,50.6,Class_Hours
2026-03-18,15.6,49.7,Class_Hours
2026-03-19,14.0,50.1,Class_Hours
2026-03-20,14.7,49.5,Class_Hours
2026-03-21,5.2,47.8,After_Hours
2026-03-22,4.7,47.7,After_Hours
2026-03-23,14.3,49.9,Class_Hours
2026-03-24,15.9,49.3,Class_Hours
2026-03-25,14.1,49.5,Class_Hours
2026-03-26,15.6,50.1,Class_Hours
2026-03-27,15.0,50.3,Class_Hours
2026-03-28,5.0,48.8,After_Hours
2026-03-29,4.8,48.9,After_Hours
2026-03-30,15.1,49.8,Class_Hours
2026-03-31,14.1,50.8,Class_Hours
2026-04-01,15.4,51.3,Class_Hours
2026-04-02,14.2,50.8,Class_Hours
2026-04-03,14.7,50.2,Class_Hours
2026-04-04,7.0,47.4,After_Hours
2026-04-05,4.9,46.3,After_Hours
2026-04-06,14.4,49.6,Class_Hours
2026-04-07,14.2,49.4,Class_Hours
2026-04-08,15.6,50.0,Class_Hours
2026-04-09,15.2,50.6,Class_Hours
2026-04-10,14.4,50.3,Class_Hours
2026-04-11,5.5,46.6,After_Hours
2026-04-12,4.1,49.5,After_Hours
2026-04-13,48.48383883788738,35.53168361215674,Class_Hours
2026-04-14,14.3,49.9,Class_Hours
2026-04-15,14.8,50.2,Class_Hours
2026-04-16,14.3,50.0,Class_Hours
2026-04-17,15.8,50.4,Class_Hours
2026-04-18,4.7,47.7,After_Hours
2026-04-19,5.6,47.6,After_Hours
2026-04-20,14.5,50.3,Class_Hours
2026-04-21,15.9,50.9,Class_Hours
2026-04-22,15.7,49.1,Class_Hours
2026-04-23,14.9,50.6,Class_Hours
2026-04-24,14.6,51.0,Class_Hours
2026-04-25,6.5,48.6,After_Hours
2026-04-26,4.9,48.7,After_Hours
2026-04-27,15.2,50.1,Class_Hours
2026-04-28,14.5,50.5,Class_Hours
2026-04-29,15.3,51.3,Class_Hours
2026-04-30,14.2,50.4,Class_Hours
2026-05-01,15.3,49.7,Class_Hours
2026-05-02,6.3,47.7,After_Hours
2026-05-03,6.1,50.1,After_Hours
2026-05-04,14.4,49.9,Class_Hours
2026-05-05,15.0,50.3,Class_Hours
2026-05-06,14.5,49.8,Class_Hours
2026-05-07,15.3,50.5,Class_Hours
2026-05-08,14.9,50.8,Class_Hours
2026-05-09,7.0,50.9,After_Hours
2026-05-10,6.1,48.0,After_Hours
2026-05-11,16.0,49.5,Class_Hours
2026-05-12,15.3,50.0,Class_Hours
2026-05-13,15.9,50.1,Class_Hours
2026-05-14,15.8,49.6,Class_Hours
2026-05-15,15.9,50.4,Class_Hours
2026-05-16,4.1,47.6,After_Hours
2026-05-17,4.5,47.5,After_Hours
2026-05-18,15.9,49.7,Class_Hours
2026-05-19,15.5,50.5,Class_Hours
2026-05-20,15.0,48.7,Class_Hours
2026-05-21,14.4,48.4,Class_Hours
2026-05-22,15.2,50.5,Class_Hours
2026-05-23,5.0,46.3,After_Hours
2026-05-24,5.3,50.8,After_Hours
2026-05-25,14.2,50.1,Class_Hours
2026-05-26,14.5,49.8,Class_Hours
2026-05-27,14.1,49.4,Class_Hours
2026-05-28,14.9,49.9,Class_Hours
2026-05-29,15.3,50.0,Class_Hours
2026-05-30,5.6,47.6,After_Hours
2026-05-31,5.6,46.3,After_Hours
2026-06-01,14.8,50.1,Class_Hours
2026-06-02,15.1,50.0,Class_Hours
2026-06-03,14.6,49.9,Class_Hours
2026-06-04,15.5,50.2,Class_Hours
2026-06-05,15.3,49.8,Class_Hours
2026-06-06,4.1,48.9,After_Hours
2026-06-07,5.0,47.9,After_Hours
2026-06-08,14.4,49.9,Class_Hours
2026-06-09,14.1,49.1,Class_Hours
2026-06-10,14.4,50.8,Class_Hours
2026-06-11,15.1,49.3,Class_Hours
2026-06-12,15.2,50.2,Class_Hours
2026-06-13,4.8,48.0,After_Hours
2026-06-14,6.3,47.9,After_Hours
2026-06-15,0.6,43.6,After_Hours
2026-06-16,1.8,45.7,After_Hours
2026-06-17,0.9,44.8,After_Hours
2026-06-18,1.1,44.4,After_Hours
2026-06-19,1.5,46.2,After_Hours
2026-06-20,0.5,42.1,After_Hours
2026-06-21,0.9,46.2,After_Hours
2026-06-22,1.1,45.5,After_Hours
2026-06-23,1.9,44.2,After_Hours
2026-06-24,1.9,45.1,After_Hours
2026-06-25,0.9,44.9,After_Hours
2026-06-26,1.5,44.1,After_Hours
2026-06-27,1.2,44.4,After_Hours
2026-06-28,1.8,43.7,After_Hours
2026-06-29,1.1,44.4,After_Hours
2026-06-30,1.6,44.6,After_Hours
2026-07-01,1.6,44.5,After_Hours
2026-07-02,1.9,46.3,After_Hours
2026-07-03,1.7,45.6,After_Hours
2026-07-04,1.3,43.9,After_Hours
2026-07-05,1.2,44.4,After_Hours
2026-07-06,0.8,45.2,After_Hours
2026-07-07,0.7,45.4,After_Hours
2026-07-08,0.9,45.3,After_Hours
2026-07-09,1.2,46.2,After_Hours
2026-07-10,1.0,46.7,After_Hours
2026-07-11,1.2,45.7,After_Hours
2026-07-12,1.3,44.2,After_Hours
2026-07-13,1.8,44.2,After_Hours
2026-07-14,1.7,44.3,After_Hours
2026-07-15,1.9,45.7,After_Hours
2026-07-16,1.4,45.1,After_Hours
2026-07-17,1.9,45.5,After_Hours
2026-07-18,0.7,44.3,After_Hours
2026-07-19,0.5,42.8,After_Hours
2026-07-20,1.4,46.4,After_Hours
2026-07-21,1.2,44.1,After_Hours
2026-07-22,1.8,45.6,After_Hours
2026-07-23,1.0,46.0,After_Hours
2026-07-24,0.7,45.9,After_Hours
2026-07-25,1.5,44.5,After_Hours
2026-07-26,1.0,45.9,After_Hours
2026-07-27,1.4,46.0,After_Hours
2026-07-28,0.8,44.2,After_Hours
2026-07-29,1.1,46.2,After_Hours
2026-07-30,1.3,46.9,After_Hours
2026-07-31,1.1,44.7,After_Hours
2026-08-01,0.5,45.9,After_Hours
2026-08-02,1.3,46.7,After_Hours
2026-08-03,1.0,46.2,After_Hours
2026-08-04,1.9,44.0,After_Hours
2026-08-05,0.8,44.9,After_Hours
2026-08-06,0.8,45.1,After_Hours
2026-08-07,1.3,46.1,After_Hours
2026-08-08,1.9,44.2,After_Hours
2026-08-09,0.8,43.6,After_Hours
2026-08-10,0.9,45.5,After_Hours
2026-08-11,1.5,46.4,After_Hours
2026-08-12,1.1,44.3,After_Hours
2026-08-13,1.3,46.4,After_Hours
2026-08-14,1.0,45.2,After_Hours
2026-08-15,1.4,45.1,After_Hours
2026-08-16,4.6,46.9,After_Hours
2026-08-17,15.8,50.3,Class_Hours
2026-08-18,15.2,49.2,Class_Hours
2026-08-19,14.5,50.4,Class_Hours
2026-08-20,14.7,50.2,Class_Hours
2026-08-21,15.4,50.0,Class_Hours
2026-08-22,5.4,47.7,After_Hours
2026-08-23,5.4,48.1,After_Hours
2026-08-24,15.1,49.5,Class_Hours
2026-08-25,15.8,50.4,Class_Hours
2026-08-26,15.2,50.2,Class_Hours
2026-08-27,15.5,50.0,Class_Hours
2026-08-28,15.0,48.8,Class_Hours
2026-08-29,6.4,48.7,After_Hours
2026-08-30,5.2,47.0,After_Hours
2026-08-31,14.4,49.3,Class_Hours
2026-09-01,15.8,50.4,Class_Hours
2026-09-02,15.4,49.9,Class_Hours
2026-09-03,14.9,50.0,Class_Hours
2026-09-04,14.2,50.1,Class_Hours
2026-09-05,6.8,49.5,After_Hours
2026-09-06,5.9,49.1,After_Hours
2026-09-07,14.1,50.0,Class_Hours
2026-09-08,15.4,50.4,Class_Hours
2026-09-09,14.3,50.0,Class_Hours
2026-09-10,14.1,50.0,Class_Hours
2026-09-11,15.7,50.6,Class_Hours
2026-09-12,4.7,48.0,After_Hours
2026-09-13,6.8,47.9,After_Hours
2026-09-14,14.9,49.5,Class_Hours
2026-09-15,14.2,49.7,Class_Hours
2026-09-16,14.7,49.8,Class_Hours
2026-09-17,14.5,49.6,Class_Hours
2026-09-18,14.1,50.3,Class_Hours
2026-09-19,4.7,46.0,After_Hours
2026-09-20,6.5,47.1,After_Hours
2026-09-21,15.4,50.0,Class_Hours
2026-09-22,14.0,50.2,Class_Hours
2026-09-23,15.6,49.6,Class_Hours
2026-09-24,14.7,50.4,Class_Hours
2026-09-25,15.5,49.9,Class_Hours
2026-09-26,4.8,47.6,After_Hours
2026-09-27,5.3,48.0,After_Hours
2026-09-28,14.4,49.6,Class_Hours
2026-09-29,14.1,49.6,Class_Hours
2026-09-30,14.8,50.3,Class_Hours
2026-10-01,14.6,50.3,Class_Hours
2026-10-02,16.0,50.0,Class_Hours
2026-10-03,6.4,48.7,After_Hours
2026-10-04,4.5,48.6,After_Hours
2026-10-05,15.5,49.5,Class_Hours
2026-10-06,14.3,50.3,Class_Hours
2026-10-07,15.4,49.8,Class_Hours
2026-10-08,15.8,49.9,Class_Hours
2026-10-09,15.9,50.7,Class_Hours
2026-10-10,6.3,47.8,After_Hours
2026-10-11,4.1,47.5,After_Hours
2026-10-12,15.5,50.1,Class_Hours
2026-10-13,15.2,49.6,Class_Hours
2026-10-14,15.7,50.2,Class_Hours
2026-10-15,14.6,50.5,Class_Hours
2026-10-16,15.7,49.6,Class_Hours
2026-10-17,4.3,48.8,After_Hours
2026-10-18,6.4,47.9,After_Hours
2026-10-19,14.9,50.1,Class_Hours
2026-10-20,15.5,49.9,Class_Hours
2026-10-21,14.5,50.0,Class_Hours
2026-10-22,15.8,48.9,Class_Hours
2026-10-23,14.9,50.4,Class_Hours
2026-10-24,4.1,48.3,After_Hours
2026-10-25,6.5,47.9,After_Hours
2026-10-26,14.1,49.3,Class_Hours
2026-10-27,15.5,50.2,Class_Hours
2026-10-28,15.6,50.1,Class_Hours
2026-10-29,14.8,50.0,Class_Hours
2026-10-30,14.2,50.6,Class_Hours
2026-10-31,6.9,47.1,After_Hours
2026-11-01,4.6,45.7,After_Hours
2026-11-02,14.9,50.0,Class_Hours
2026-11-03,15.4,50.9,Class_Hours
2026-11-04,15.6,50.7,Class_Hours
2026-11-05,15.7,50.3,Class_Hours
2026-11-06,15.0,50.1,Class_Hours
2026-11-07,5.4,46.6,After_Hours
2026-11-08,5.2,48.6,After_Hours
2026-11-09,15.1,50.4,Class_Hours
2026-11-10,15.9,51.0,Class_Hours
2026-11-11,14.1,50.1,Class_Hours
2026-11-12,15.9,50.2,Class_Hours
2026-11-13,14.8,49.7,Class_Hours
2026-11-14,4.0,48.1,After_Hours
2026-11-15,4.3,49.0,After_Hours
2026-11-16,14.8,50.0,Class_Hours
2026-11-17,14.8,50.5,Class_Hours
2026-11-18,15.2,50.0,Class_Hours
2026-11-19,14.0,50.3,Class_Hours
2026-11-20,15.6,49.0,Class_Hours
2026-11-21,5.3,48.7,After_Hours
2026-11-22,6.3,49.1,After_Hours
2026-11-23,15.2,49.0,Class_Hours
2026-11-24,15.7,50.6,Class_Hours
2026-11-25,16.0,50.2,Class_Hours
2026-11-26,15.6,49.4,Class_Hours
2026-11-27,15.8,50.4,Class_Hours
2026-11-28,4.5,48.2,After_Hours
2026-11-29,5.0,47.4,After_Hours
2026-11-30,14.4,50.4,Class_Hours
2026-12-01,14.1,50.7,Class_Hours
2026-12-02,14.6,49.8,Class_Hours
2026-12-03,14.9,50.8,Class_Hours
2026-12-04,15.3,50.1,Class_Hours
2026-12-05,4.9,48.4,After_Hours
2026-12-06,5.4,46.3,After_Hours
2026-12-07,14.9,49.7,Class_Hours
2026-12-08,15.2,50.2,Class_Hours
2026-12-09,15.0,50.9,Class_Hours
2026-12-10,14.3,49.1,Class_Hours
2026-12-11,16.0,50.6,Class_Hours
2026-12-12,6.9,48.5,After_Hours
2026-12-13,5.3,47.4,After_Hours
2026-12-14,14.2,50.2,Class_Hours
2026-12-15,15.7,50.3,Class_Hours
2026-12-16,14.1,50.2,Class_Hours
2026-12-17,14.3,49.1,Class_Hours
2026-12-18,15.0,49.8,Class_Hours
2026-12-19,5.1,49.2,After_Hours
2026-12-20,1.3,43.7,After_Hours
2026-12-21,0.5,45.0,After_Hours
2026-12-22,0.9,45.9,After_Hours
2026-12-23,1.2,45.8,After_Hours
2026-12-24,1.7,43.7,After_Hours
2026-12-25,1.4,46.1,After_Hours
2026-12-26,0.5,43.8,After_Hours
2026-12-27,0.6,44.9,After_Hours
2026-12-28,1.5,44.7,After_Hours
2026-12-29,2.0,45.0,After_Hours
2026-12-30,1.5,44.1,After_Hours
2026-12-31,0.7,45.9,After_Hours
